chr1	1028803	1028879
chr1	1248417	1248493
chr1	1490601	1490677
chr1	1848574	1848650
chr1	1849120	1849196
chr1	1873675	1873751
chr1	2003502	2003578
chr1	2003530	2003606
chr1	2428930	2429006
chr1	2938879	2938955
chr1	6131219	6131295
chr1	6131601	6131677
chr1	6659130	6659206
chr1	7284151	7284227
chr1	7289862	7289938
chr1	10600147	10600223
chr1	11020556	11020632
chr1	12609233	12609309
chr1	12625884	12625960
chr1	16342080	16342156
chr1	16966279	16966355
chr1	30511673	30511749
chr1	32664906	32664982
chr1	33864932	33865008
chr1	36859197	36859273
chr1	38467629	38467705
chr1	52210429	52210505
chr1	54859846	54859922
chr1	55024769	55024845
chr1	59893117	59893193
chr1	64067619	64067695
chr1	68225638	68225714
chr1	71632169	71632245
chr1	76839957	76840033
chr1	86534057	86534133
chr1	110889923	110889999
chr1	116311504	116311580
chr1	116311569	116311645
chr1	145486535	145486611
chr1	147083874	147083950
chr1	151100569	151100645
chr1	151148191	151148267
chr1	153605640	153605716
chr1	154834218	154834294
chr1	159409132	159409208
chr1	160112598	160112674
chr1	166812491	166812567
chr1	167063593	167063669
chr1	167063804	167063880
chr1	167063826	167063902
chr1	168698404	168698480
chr1	168698792	168698868
chr1	172113431	172113507
chr1	172415980	172416056
chr1	178819107	178819183
chr1	178914911	178914987
chr1	192982937	192983013
chr1	196619556	196619632
chr1	196619657	196619733
chr1	205210624	205210700
chr1	206867398	206867474
chr1	209799116	209799192
chr1	212798125	212798201
chr1	221736957	221737033
chr1	228403282	228403358
chr1	230458196	230458272
chr1	231518450	231518526
chr1	235664716	235664792
chr1	236848625	236848701
chr1	240653938	240654014
chr2	397655	397731
chr2	620190	620266
chr2	1544246	1544322
chr2	1544295	1544371
chr2	1605879	1605955
chr2	1647122	1647198
chr2	1681078	1681154
chr2	1690517	1690593
chr2	1732097	1732173
chr2	1742934	1743010
chr2	3063174	3063250
chr2	3128748	3128824
chr2	3826546	3826622
chr2	11118489	11118565
chr2	11598893	11598969
chr2	12480320	12480396
chr2	23854307	23854383
chr2	30878501	30878577
chr2	47356521	47356597
chr2	62420840	62420916
chr2	75878252	75878328
chr2	76705840	76705916
chr2	88366772	88366848
chr2	88366943	88367019
chr2	96852041	96852117
chr2	96905526	96905602
chr2	96917492	96917568
chr2	97220783	97220859
chr2	97501528	97501604
chr2	97508411	97508487
chr2	97509756	97509832
chr2	100634184	100634260
chr2	100689723	100689799
chr2	103334270	103334346
chr2	103378431	103378507
chr2	103378979	103379055
chr2	105363461	105363537
chr2	106485408	106485484
chr2	106812025	106812101
chr2	119991252	119991328
chr2	121261286	121261362
chr2	127826074	127826150
chr2	145162414	145162490
chr2	152590321	152590397
chr2	152590661	152590737
chr2	158666001	158666077
chr2	161335862	161335938
chr2	170366886	170366962
chr2	174454245	174454321
chr2	179664144	179664220
chr2	179672616	179672692
chr2	183780205	183780281
chr2	187474357	187474433
chr2	201342507	201342583
chr2	202916058	202916134
chr2	211168472	211168548
chr2	217674994	217675070
chr2	219442207	219442283
chr2	219485871	219485947
chr2	220280239	220280315
chr2	220317297	220317373
chr2	224441689	224441765
chr2	224873836	224873912
chr2	225183576	225183652
chr2	227625134	227625210
chr2	232283625	232283701
chr2	234338013	234338089
chr2	234764058	234764134
chr2	236415989	236416065
chr2	236877386	236877462
chr2	236877417	236877493
chr2	237150228	237150304
chr2	238187080	238187156
chr2	239064217	239064293
chr2	240224210	240224286
chr2	240228114	240228190
chr2	242445829	242445905
chr3	8631722	8631798
chr3	10332514	10332590
chr3	12735543	12735619
chr3	12858474	12858550
chr3	13517822	13517898
chr3	14582826	14582902
chr3	15537243	15537319
chr3	20223848	20223924
chr3	33466180	33466256
chr3	37038516	37038592
chr3	41360205	41360281
chr3	42726895	42726971
chr3	43405475	43405551
chr3	43795466	43795542
chr3	45646352	45646428
chr3	45647066	45647142
chr3	46605541	46605617
chr3	47952536	47952612
chr3	51812727	51812803
chr3	52870468	52870544
chr3	61859060	61859136
chr3	65550308	65550384
chr3	66463656	66463732
chr3	67559974	67560050
chr3	69171747	69171823
chr3	69172128	69172204
chr3	81533895	81533971
chr3	99629762	99629838
chr3	99817497	99817573
chr3	101502173	101502249
chr3	101808798	101808874
chr3	104555950	104556026
chr3	107871053	107871129
chr3	109071984	109072060
chr3	119379145	119379221
chr3	119379339	119379415
chr3	124798295	124798371
chr3	125567183	125567259
chr3	130463554	130463630
chr3	140805492	140805568
chr3	141150934	141151010
chr3	148712584	148712660
chr3	152066530	152066606
chr3	170894057	170894133
chr3	175338833	175338909
chr3	176745415	176745491
chr3	187941924	187942000
chr3	188272180	188272256
chr3	195615551	195615627
chr3	195615651	195615727
chr3	197584212	197584288
chr4	1191978	1192054
chr4	1202578	1202654
chr4	1202926	1203002
chr4	1495695	1495771
chr4	1646042	1646118
chr4	8154133	8154209
chr4	8154330	8154406
chr4	10086408	10086484
chr4	10110088	10110164
chr4	15375791	15375867
chr4	15376041	15376117
chr4	15376054	15376130
chr4	15376060	15376136
chr4	15376095	15376171
chr4	15376105	15376181
chr4	24745643	24745719
chr4	25097811	25097887
chr4	25097984	25098060
chr4	53690549	53690625
chr4	53906355	53906431
chr4	76621969	76622045
chr4	76995419	76995495
chr4	80836477	80836553
chr4	87974017	87974093
chr4	88570499	88570575
chr4	88570512	88570588
chr4	88570563	88570639
chr4	95457331	95457407
chr4	95460696	95460772
chr4	100571547	100571623
chr4	100573461	100573537
chr4	100574380	100574456
chr4	100574521	100574597
chr4	100574578	100574654
chr4	106155241	106155317
chr4	119948467	119948543
chr4	119956105	119956181
chr4	129767513	129767589
chr4	139766331	139766407
chr4	146097357	146097433
chr4	146104420	146104496
chr4	148947361	148947437
chr4	152332861	152332937
chr4	152592013	152592089
chr4	154475491	154475567
chr4	165881349	165881425
chr4	169717606	169717682
chr4	177190246	177190322
chr4	177190250	177190326
chr4	177190346	177190422
chr4	177191461	177191537
chr4	184941320	184941396
chr4	185677474	185677550
chr4	185724762	185724838
chr4	186063035	186063111
chr4	186425622	186425698
chr4	186425646	186425722
chr4	186435542	186435618
chr4	186435592	186435668
chr4	187621210	187621286
chr5	154986	155062
chr5	194532	194608
chr5	956446	956522
chr5	1120946	1121022
chr5	1855859	1855935
chr5	3225781	3225857
chr5	6491809	6491885
chr5	7398962	7399038
chr5	10139105	10139181
chr5	16469219	16469295
chr5	38134968	38135044
chr5	55061861	55061937
chr5	55147170	55147246
chr5	58298949	58299025
chr5	58824666	58824742
chr5	61714532	61714608
chr5	80529868	80529944
chr5	89018343	89018419
chr5	90608868	90608944
chr5	96256843	96256919
chr5	96380343	96380419
chr5	102131946	102132022
chr5	109042162	109042238
chr5	114807699	114807775
chr5	134607969	134608045
chr5	138731472	138731548
chr5	142422166	142422242
chr5	150040531	150040607
chr5	180029933	180030009
chr5	180071681	180071757
chr5	180640402	180640478
chr6	436853	436929
chr6	2382574	2382650
chr6	2382659	2382735
chr6	2713725	2713801
chr6	2734405	2734481
chr6	3329861	3329937
chr6	3760041	3760117
chr6	6737005	6737081
chr6	11251029	11251105
chr6	16139042	16139118
chr6	16242393	16242469
chr6	16324893	16324969
chr6	17169387	17169463
chr6	22718499	22718575
chr6	30038847	30038923
chr6	31005762	31005838
chr6	31938702	31938778
chr6	33776453	33776529
chr6	35468772	35468848
chr6	41030228	41030304
chr6	46049096	46049172
chr6	47749711	47749787
chr6	53519678	53519754
chr6	53883813	53883889
chr6	55905334	55905410
chr6	64373151	64373227
chr6	71548657	71548733
chr6	76045845	76045921
chr6	86370036	86370112
chr6	90024468	90024544
chr6	90353433	90353509
chr6	105706006	105706082
chr6	107987361	107987437
chr6	111412719	111412795
chr6	113370782	113370858
chr6	117866514	117866590
chr6	123959109	123959185
chr6	125542973	125543049
chr6	130758239	130758315
chr6	136394046	136394122
chr6	139564092	139564168
chr6	144184482	144184558
chr6	149358692	149358768
chr6	149358727	149358803
chr6	150525284	150525360
chr6	152125786	152125862
chr6	152125890	152125966
chr6	152126005	152126081
chr6	152126017	152126093
chr6	152127737	152127813
chr6	152127746	152127822
chr6	157470075	157470151
chr6	159049686	159049762
chr6	163768476	163768552
chr6	166100241	166100317
chr6	167763245	167763321
chr6	168120481	168120557
chr6	168376176	168376252
chr6	168797301	168797377
chr6	168983336	168983412
chr6	168983372	168983448
chr6	169316681	169316757
chr6	170249319	170249395
chr6	170365450	170365526
chr7	160677	160753
chr7	187258	187334
chr7	187264	187340
chr7	608900	608976
chr7	611412	611488
chr7	612538	612614
chr7	612801	612877
chr7	877965	878041
chr7	1059552	1059628
chr7	1120066	1120142
chr7	1801446	1801522
chr7	2189413	2189489
chr7	2214684	2214760
chr7	2214715	2214791
chr7	2827158	2827234
chr7	4774373	4774449
chr7	4808820	4808896
chr7	5647070	5647146
chr7	5647107	5647183
chr7	5883570	5883646
chr7	22852260	22852336
chr7	22982087	22982163
chr7	24818338	24818414
chr7	27216982	27217058
chr7	27217531	27217607
chr7	28058914	28058990
chr7	28682873	28682949
chr7	32182985	32183061
chr7	42303579	42303655
chr7	50603217	50603293
chr7	50669984	50670060
chr7	50799903	50799979
chr7	55573169	55573245
chr7	69120916	69120992
chr7	72849834	72849910
chr7	75620473	75620549
chr7	87093559	87093635
chr7	92412244	92412320
chr7	95115157	95115233
chr7	95115171	95115247
chr7	95115279	95115355
chr7	101505587	101505663
chr7	101508874	101508950
chr7	101789610	101789686
chr7	112120710	112120786
chr7	112120724	112120800
chr7	120644074	120644150
chr7	123295710	123295786
chr7	123302324	123302400
chr7	129214804	129214880
chr7	130530709	130530785
chr7	130788230	130788306
chr7	143012885	143012961
chr7	147206977	147207053
chr7	148497832	148497908
chr7	148497895	148497971
chr7	149979159	149979235
chr7	150884952	150885028
chr7	150934681	150934757
chr7	150934979	150935055
chr7	152524739	152524815
chr7	154545026	154545102
chr7	157190025	157190101
chr7	157340315	157340391
chr7	157531789	157531865
chr7	157551200	157551276
chr7	157860288	157860364
chr8	1613978	1614054
chr8	2024174	2024250
chr8	6630537	6630613
chr8	8998778	8998854
chr8	9015547	9015623
chr8	13295985	13296061
chr8	17394883	17394959
chr8	25836469	25836545
chr8	27948852	27948928
chr8	38508065	38508141
chr8	40206577	40206653
chr8	41518064	41518140
chr8	41519233	41519309
chr8	42125421	42125497
chr8	42136003	42136079
chr8	42659902	42659978
chr8	49493790	49493866
chr8	49835913	49835989
chr8	52721727	52721803
chr8	54557524	54557600
chr8	58053588	58053664
chr8	59494231	59494307
chr8	61086101	61086177
chr8	66701119	66701195
chr8	66701302	66701378
chr8	67371013	67371089
chr8	75226376	75226452
chr8	80877038	80877114
chr8	86349679	86349755
chr8	98635031	98635107
chr8	99411616	99411692
chr8	100811387	100811463
chr8	107782298	107782374
chr8	107782502	107782578
chr8	110553750	110553826
chr8	122755240	122755316
chr8	124664946	124665022
chr8	124665218	124665294
chr8	126272394	126272470
chr8	129440253	129440329
chr8	131317894	131317970
chr8	133880030	133880106
chr8	134115578	134115654
chr8	134545977	134546053
chr8	135490712	135490788
chr8	135490746	135490822
chr8	135491165	135491241
chr8	140748950	140749026
chr8	141537944	141538020
chr8	141577451	141577527
chr8	142310125	142310201
chr8	142612810	142612886
chr8	144343840	144343916
chr8	144523466	144523542
chr8	144552377	144552453
chr8	144568357	144568433
chr8	145019302	145019378
chr8	145538022	145538098
chr8	145729697	145729773
chr9	89762897	89762973
chr9	97050056	97050132
chr9	97856004	97856080
chr9	103340399	103340475
chr9	134616356	134616432
chr9	135279085	135279161
chr10	680277	680353
chr10	1084860	1084936
chr10	1416494	1416570
chr10	1416522	1416598
chr10	1443611	1443687
chr10	2699216	2699292
chr10	2978612	2978688
chr10	3868261	3868337
chr10	3868418	3868494
chr10	5406468	5406544
chr10	6233699	6233775
chr10	7216070	7216146
chr10	14816898	14816974
chr10	29658971	29659047
chr10	29833943	29834019
chr10	29834126	29834202
chr10	29887455	29887531
chr10	29932356	29932432
chr10	30980823	30980899
chr10	35781887	35781963
chr10	46322001	46322077
chr10	50339972	50340048
chr10	50506218	50506294
chr10	50530696	50530772
chr10	60097430	60097506
chr10	61900865	61900941
chr10	62637730	62637806
chr10	64239588	64239664
chr10	69838743	69838819
chr10	69869289	69869365
chr10	73081263	73081339
chr10	75314053	75314129
chr10	75401240	75401316
chr10	76868691	76868767
chr10	76869894	76869970
chr10	84228364	84228440
chr10	85985244	85985320
chr10	88445441	88445517
chr10	88466314	88466390
chr10	88475696	88475772
chr10	88575360	88575436
chr10	89969061	89969137
chr10	94594419	94594495
chr10	95706852	95706928
chr10	95972627	95972703
chr10	96980060	96980136
chr10	99329981	99330057
chr10	99330001	99330077
chr10	103865381	103865457
chr10	104512448	104512524
chr10	115424028	115424104
chr10	121056540	121056616
chr10	126632084	126632160
chr10	126700609	126700685
chr10	130185230	130185306
chr10	130828544	130828620
chr10	130831346	130831422
chr10	131214468	131214544
chr10	131214487	131214563
chr10	131577563	131577639
chr10	131584259	131584335
chr10	132999597	132999673
chr10	133775687	133775763
chr10	134055069	134055145
chr10	134535955	134536031
chr10	134536161	134536237
chr10	134659473	134659549
chr10	134893892	134893968
chr10	134893929	134894005
chr10	134894721	134894797
chr11	888241	888317
chr11	1155964	1156040
chr11	1889472	1889548
chr11	1892813	1892889
chr11	2559805	2559881
chr11	3666587	3666663
chr11	6501519	6501595
chr11	9142185	9142261
chr11	12692911	12692987
chr11	12790128	12790204
chr11	13305077	13305153
chr11	14282700	14282776
chr11	17409527	17409603
chr11	19223442	19223518
chr11	19259223	19259299
chr11	47470812	47470888
chr11	57308067	57308143
chr11	57308877	57308953
chr11	57308911	57308987
chr11	58392734	58392810
chr11	62339061	62339137
chr11	63932013	63932089
chr11	63990554	63990630
chr11	64428177	64428253
chr11	64528997	64529073
chr11	64594392	64594468
chr11	64594572	64594648
chr11	66137059	66137135
chr11	66315164	66315240
chr11	68517454	68517530
chr11	70516483	70516559
chr11	73720331	73720407
chr11	75898120	75898196
chr11	75898128	75898204
chr11	77534422	77534498
chr11	111154667	111154743
chr11	111154751	111154827
chr11	112163282	112163358
chr11	113725612	113725688
chr11	114082519	114082595
chr11	122118601	122118677
chr11	125214634	125214710
chr11	131965740	131965816
chr11	132031342	132031418
chr11	132582413	132582489
chr11	132582733	132582809
chr12	1478686	1478762
chr12	1609170	1609246
chr12	3142770	3142846
chr12	4226502	4226578
chr12	6950048	6950124
chr12	11151547	11151623
chr12	12856674	12856750
chr12	29891231	29891307
chr12	45686188	45686264
chr12	56109190	56109266
chr12	56515019	56515095
chr12	56655746	56655822
chr12	57644583	57644659
chr12	57645033	57645109
chr12	58274939	58275015
chr12	61266934	61267010
chr12	68046830	68046906
chr12	75435287	75435363
chr12	76927132	76927208
chr12	96034205	96034281
chr12	101961182	101961258
chr12	105024398	105024474
chr12	109059604	109059680
chr12	111358552	111358628
chr12	111598253	111598329
chr12	115255908	115255984
chr12	115255936	115256012
chr12	117036628	117036704
chr12	120621169	120621245
chr12	122614555	122614631
chr12	122868898	122868974
chr12	124248851	124248927
chr12	125197426	125197502
chr12	128170402	128170478
chr12	130262889	130262965
chr12	130603920	130603996
chr12	130670685	130670761
chr12	130765331	130765407
chr12	130961874	130961950
chr12	132845261	132845337
chr12	132845799	132845875
chr12	132865399	132865475
chr12	133352352	133352428
chr13	21303002	21303078
chr13	21400250	21400326
chr13	23942104	23942180
chr13	26496728	26496804
chr13	30054365	30054441
chr13	35166925	35167001
chr13	38276132	38276208
chr13	41109490	41109566
chr13	41109523	41109599
chr13	45966204	45966280
chr13	51011626	51011702
chr13	89179186	89179262
chr13	103532084	103532160
chr13	103532264	103532340
chr13	103532274	103532350
chr13	110591177	110591253
chr13	111562971	111563047
chr13	113648532	113648608
chr13	114064933	114065009
chr13	114065822	114065898
chr13	114106344	114106420
chr13	114106570	114106646
chr13	114107479	114107555
chr13	114107715	114107791
chr14	20904094	20904170
chr14	31859430	31859506
chr14	31859440	31859516
chr14	60001399	60001475
chr14	64680921	64680997
chr14	64681182	64681258
chr14	64682627	64682703
chr14	64682837	64682913
chr14	70316563	70316639
chr14	75108550	75108626
chr14	76394348	76394424
chr14	76630245	76630321
chr14	77730999	77731075
chr14	85779854	85779930
chr14	92357878	92357954
chr14	94423117	94423193
chr14	94423875	94423951
chr14	94432087	94432163
chr14	94448418	94448494
chr14	95331391	95331467
chr14	95584948	95585024
chr14	101244467	101244543
chr14	101542975	101543051
chr14	102394698	102394774
chr14	103990586	103990662
chr14	104687294	104687370
chr14	105618501	105618577
chr14	105793235	105793311
chr14	105793479	105793555
chr15	25841787	25841863
chr15	25841950	25842026
chr15	25842036	25842112
chr15	31246197	31246273
chr15	33165488	33165564
chr15	42650587	42650663
chr15	42651011	42651087
chr15	50519299	50519375
chr15	55799852	55799928
chr15	57404005	57404081
chr15	58839480	58839556
chr15	61946209	61946285
chr15	63270566	63270642
chr15	63372763	63372839
chr15	65602248	65602324
chr15	68399146	68399222
chr15	72105805	72105881
chr15	78295966	78296042
chr15	80818752	80818828
chr15	81648654	81648730
chr15	86040453	86040529
chr15	89693581	89693657
chr15	99650237	99650313
chr15	99715850	99715926
