chr3	14086640	14086641	0
chr13	109323925	109323926	0
chr7	100957104	100957105	0
chr3	184783431	184783432	0
chr2	148281999	148282000	0
chr15	85921893	85921894	0
chr1	191814352	191814353	0
chr9	120362124	120362125	0
chr4	184083955	184083956	0
chr4	22379743	22379744	0
chr1	180323358	180323359	0
chr8	25872361	25872362	0
chr3	170192119	170192120	0
chr2	1650113	1650114	0
chr12	15611775	15611776	0
chr15	63269102	63269103	0
chr9	86822730	86822731	0
chr1	78575537	78575538	0
chr18	49887529	49887530	0
chr3	61741760	61741761	0
chr3	119400430	119400431	0
chr3	162565941	162565942	0
chr3	124185263	124185264	0
chr17	29817185	29817186	0
chr8	126012912	126012913	0
chr2	172500810	172500811	0
chr4	13883988	13883989	0
chr7	28884544	28884545	0
chr11	19629851	19629852	0
chr4	148201419	148201420	0
chr3	187340145	187340146	0
chr13	19530371	19530372	0
chr2	160453766	160453767	0
chr17	35423226	35423227	0
chr10	78385678	78385679	0
chr2	159857604	159857605	0
chr8	130951786	130951787	0
chr12	5847978	5847979	0
chr3	195970961	195970962	0
chr3	188729881	188729882	0
chr1	219480959	219480960	0
chrX	148222598	148222599	0
chr6	38724661	38724662	0
chr8	58265154	58265155	0
chr9	8848667	8848668	0
chr1	145944688	145944689	0
chr2	120880708	120880709	0
chr3	123278217	123278218	0
chr9	70006733	70006734	0
chr2	124615167	124615168	0
chr11	97132906	97132907	0
chr6	140136208	140136209	0
chr13	88542514	88542515	0
chr11	69152502	69152503	0
chr6	150807265	150807266	0
chr3	146951327	146951328	0
chr13	48312146	48312147	0
chr6	144338821	144338822	0
chr18	42103859	42103860	0
chr5	148221967	148221968	0
chr2	73640070	73640071	0
chr19	29867157	29867158	0
chr13	66067018	66067019	0
chr1	154173057	154173058	0
chr1	42001296	42001297	0
chr1	202604052	202604053	0
chr2	1961057	1961058	0
chr2	45452799	45452800	0
chr6	157718408	157718409	0
chr7	27120270	27120271	0
chr4	176823378	176823379	0
chr13	59632168	59632169	0
chr15	58003525	58003526	0
chr12	1332980	1332981	0
chr7	64118748	64118749	0
chr2	39887768	39887769	0
chr12	10109024	10109025	0
chr11	11682389	11682390	0
chr6	37897612	37897613	0
chr12	88123044	88123045	0
chr13	51081909	51081910	0
chr15	55495952	55495953	0
chr16	27059264	27059265	0
chr13	26296595	26296596	0
chr2	153691307	153691308	0
chr17	55949328	55949329	0
chr4	42164239	42164240	0
chr20	7550954	7550955	0
chr17	4384611	4384612	0
chr8	22730307	22730308	0
chr7	114125712	114125713	0
chr18	11648729	11648730	0
chr8	28997544	28997545	0
chr11	106763855	106763856	0
chr6	108707500	108707501	0
chr6	118273243	118273244	0
chr5	148221968	148221969	0
chr6	6633280	6633281	0
chr1	67757886	67757887	0
chr11	3624115	3624116	0
chr1	62795465	62795466	0
chr5	36055896	36055897	0
chr4	96041811	96041812	0
chr10	84052404	84052405	0
chr1	165243733	165243734	0
chr14	22658226	22658227	0
chr2	21617222	21617223	0
chr3	107407582	107407583	0
chr4	80885360	80885361	0
chr6	12710042	12710043	0
chr8	67226427	67226428	0
chr11	17988325	17988326	0
chr2	122733333	122733334	0
chr3	66600639	66600640	0
chr6	163211499	163211500	0
chr3	3272790	3272791	0
chr16	5700221	5700222	0
chr16	81961948	81961949	0
chr8	82003960	82003961	0
chr12	83138924	83138925	0
chr16	69654376	69654377	0
chr19	16723181	16723182	0
chr7	84338683	84338684	0
chr7	121461667	121461668	0
chr5	158483218	158483219	0
chr3	132792231	132792232	0
chr17	4571788	4571789	0
chr10	46814372	46814373	0
chr3	141358378	141358379	0
chr9	99232377	99232378	0
chr3	174101256	174101257	0
chr8	11516390	11516391	0
chr2	180196375	180196376	0
chr15	63930663	63930664	0
chr10	28840929	28840930	0
chr10	113090672	113090673	0
chr11	126003796	126003797	0
chr12	7543647	7543648	0
chr5	73897783	73897784	0
chr7	133425318	133425319	0
chr5	31382003	31382004	0
chr2	17192132	17192133	0
chr3	87281749	87281750	0
chr1	115548362	115548363	0
chr7	124891543	124891544	0
chr16	81089256	81089257	0
chr3	33061535	33061536	0
chr2	192427778	192427779	0
chr2	238594127	238594128	0
chr15	89177370	89177371	0
chr6	83984634	83984635	0
chr3	23732524	23732525	0
chr17	27977157	27977158	0
chr15	53818032	53818033	0
chr20	48574257	48574258	0
chr16	84021669	84021670	0
chr3	170658361	170658362	0
chr4	10036489	10036490	0
chr21	34332441	34332442	0
chr8	141662014	141662015	0
chr10	78594065	78594066	0
chr6	84213701	84213702	0
chr1	205911486	205911487	0
chr6	140529526	140529527	0
chr2	11591145	11591146	0
chr2	36490475	36490476	0
chr6	14166383	14166384	0
chr13	30968359	30968360	0
chr4	177494256	177494257	0
chr8	108996587	108996588	0
chr6	109251704	109251705	0
chr8	127789702	127789703	0
chr6	39816858	39816859	0
chr3	196152784	196152785	0
chr12	22235048	22235049	0
chr4	144108734	144108735	0
chr14	104870209	104870210	0
chr17	56267209	56267210	0
chr1	238077010	238077011	0
